Zeit;Kanal A
(ms);(mV)

-20,44849917;-1,30290300
-20,44349917;-1,11651100
-20,43849917;-0,55794780
-20,43349917;-1,30290300
-20,42849917;-1,11651100
-20,42349917;-1,30290300
-20,41849917;-1,67507400
-20,41349917;-1,11651100
-20,40849917;-1,30290300
-20,40349917;-0,74434050
-20,39849917;-2,60580700
-20,39349917;-2,04724400
-20,38849917;-2,04724400
-20,38349917;-0,74434050
-20,37849917;-2,23363700
-20,37349917;-2,23363700
-20,36849917;-1,30290300
-20,36349917;-2,04724400
-20,35849917;-1,67507400
-20,35349917;-2,04724400
-20,34849917;-1,11651100
-20,34349917;-0,74434050
-20,33849917;-1,11651100
-20,33349917;-1,11651100
-20,32849917;-1,11651100
-20,32349917;-1,67507400
-20,31849917;-1,11651100
-20,31349917;-0,93073320
-20,30849917;-0,93073320
-20,30349917;-1,48868100
-20,29849917;-0,37217020
-20,29349917;-0,74434050
-20,28849917;-0,93073320
-20,28349917;-0,18577760
-20,27849917;-1,11651100
-20,27349917;-1,30290300
-20,26849917;-0,37217020
-20,26349917;0,00000000
-20,25849917;-0,74434050
-20,25349917;0,00000000
-20,24849917;-1,67507400
-20,24349917;-0,93073320
-20,23849917;-0,55794780
-20,23349917;-0,74434050
-20,22849917;-0,74434050
-20,22349917;-1,11651100
-20,21849917;-1,30290300
-20,21349917;-1,86146600
-20,20849917;-1,86146600
-20,20349917;-1,67507400
-20,19849917;-0,74434050
-20,19349917;-1,67507400
-20,18849917;-1,30290300
-20,18349917;-2,04724400
-20,17849917;-2,23363700
-20,17349917;-1,11651100
-20,16849917;-1,86146600
-20,16349917;-0,37217020
-20,15849917;-2,23363700
-20,15349917;-0,37217020
-20,14849917;-0,37217020
-20,14349917;-0,74434050
-20,13849917;-0,18577760
-20,13349917;-0,74434050
-20,12849917;0,18577760
-20,12349918;-2,04724400
-20,11849918;-0,55794780
-20,11349918;-1,30290300
-20,10849918;-0,55794780
-20,10349918;0,37217020
-20,09849918;-0,18577760
-20,09349918;0,55794780
-20,08849918;0,55794780
-20,08349918;0,55794780
-20,07849918;1,11651100
-20,07349918;0,55794780
-20,06849918;0,37217020
-20,06349918;2,04724400
-20,05849918;1,30290300
-20,05349918;1,11651100
-20,04849918;2,04724400
-20,04349918;1,67507400
-20,03849918;2,23363700
-20,03349918;2,41941400
-20,02849918;3,90871000
-20,02349918;3,72293300
-20,01849918;3,35014700
-20,01349918;2,41941400
-20,00849918;4,28149600
-20,00349918;2,97797700
-19,99849918;3,35014700
-19,99349918;2,79220000
-19,98849918;5,21222900
-19,98349918;4,46727300
-19,97849918;5,77017700
-19,97349918;4,83944400
-19,96849918;5,95657000
-19,96349918;5,21222900
-19,95849918;4,28149600
-19,95349918;5,39800700
-19,94849918;3,72293300
-19,94349918;5,77017700
-19,93849918;5,58439900
-19,93349918;5,77017700
-19,92849918;5,02583600
-19,92349918;6,14296200
-19,91849918;4,65366600
-19,91349918;6,14296200
